NAME,DEVICE TYPE,TYPE,DATASET,DATASET STATE,NE107 STATUS,WARNINGS,ERRORS,DESCRIPTION,PACKAGE DEVICE TYPE (ID),PACKAGE MANUFACTURER (ID),PACKAGE PROTOCOL,PACKAGE CLASSIFICATION,PACKAGE TYPE,PACKAGE REVISION,SUPPORTED DEVICE REVISIONS,TOPOLOGY ADDRESS,DEVICE IDENTITY,CUSTOM DEVICE FIELDS,USER MESSAGE
LIT633530_01,VEGABAR 80 series SIL (0x62C2),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/1/6/0,62C2895546,,
LIT633532_01,VEGABAR 80 series (0x62C3),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/2/1/0,62C391D855,,
LIT633540_01,VEGABAR 80 series SIL (0x62C2),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/4/1/0,62C26C5628,,
LIT633542_01,VEGABAR 80 series (0x62C3),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/3/2/0,62C3986947,,
LIT633550_01,VEGABAR 80 series (0x62C3),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/4/2/0,62C32F3C9D,,
LIT633552_01,VEGABAR 5x/6x (0x00E2),DEVICE,OFFLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,VEGABAR 5x/6x (0x00E2),VEGA Grieshaber KG ,HART 5,Pressure,Specific EDD,2.2.0,2.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/3/3/0,62E26D4B5A,,
LIT633560_01,VEGABAR 80 series SIL (0x62C2),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/5/1/0,62C218ADB7,,
LIT633562_01,VEGABAR 5x/6x (0x00E2),DEVICE,ONLINE,NOT IN SYNC,Failure,No offline dataset exists,,,VEGABAR 5x/6x (0x00E2),VEGA Grieshaber KG ,HART 5,Pressure,Specific EDD,2.2.0,2.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/3/4/0,62E26D4B5B,,
LIT633570_01,VEGABAR 80 series SIL (0x62C2),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/5/2/.,62C2806297,,
LIT633572_01,VEGABAR 80 series (0x62C3),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/3/5/0,62C30CBCD7,,
LIT641210_01,5300 (0x0051),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./6 PCMP738219/Modulebus/7/5/0,265100C95C,,
LIT651203_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./6 PCMP738267/Modulebus/7/2/0,56E0ACA406,,
LIT651223_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/7/3/0,56E0ACA424,,
LIT654203_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Out of Specification,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./6 PCMP738267/Modulebus/7/3/.,56E0ACA415,,
LIT654223_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/7/4/0,56E0ACA400,,
LIT657203_01,5300 (0x0051),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/4/7/0,265100D5DA,,
LIT657213_01,5300 (0x0051),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/3/2/0,265100D5D9,,
LIT659203_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./6 PCMP738267/Modulebus/7/4/0,56E0ACA41A,,
LIT659223_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/1/1/0,56E0ACA408,,
LIT671201_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/1/5/0,2606C750FB,,
LIT671203A_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./5 PCMP738266/Modulebus/1/1/0,260667401E,,
LIT671203B_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./5 PCMP738266/Modulebus/2/1/0,260667868D,,
LIT671203C_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./4 PCMP738266/Modulebus/3/4/0,2606673F44,,
LIT673201_01,LMT Magnetostrictve Level (0x1A9D),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./4 PCMP738271/Modulebus/6/1/0,1A9DD7855F,,
LIT673220_01,AT100/200 Lvl LCD (0x007A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./5 PCMP738271/Modulebus/6/3/0,507A00B8BC,,
LIT674201_01,AT100/200 Lvl LCD (0x007A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./4 PCMP738271/Modulebus/6/4/0,507A00C52C,,
LIT674202_01,AT100/200 Lvl LCD (0x007A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./4 PCMP738271/Modulebus/5/3/0,507A00B8B1,,
LIT674215_01,AT100/200 Lvl LCD (0x007A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./4 PCMP738271/Modulebus/5/4/0,507A00B8B3,,
LIT674220_01,AT100/200 Lvl LCD (0x007A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./5 PCMP738271/Modulebus/6/4/0,507A00C52D,,
LIT675201_01,AT100/200 Lvl LCD (0x007A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./4 PCMP738271/Modulebus/6/2/0,507A00B8AC,,
LIT675220_01,AT100/200 Lvl LCD (0x007A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./5 PCMP738271/Modulebus/5/2/0,507A01A847,,
LIT675230_01,AT100/200 Lvl LCD (0x007A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./5 PCMP738271/Modulebus/6/1/0,507A01CC09,,
LIT675240_01,AT100/200 Lvl LCD (0x007A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./5 PCMP738271/Modulebus/6/2/0,507A00B8B7,,
LIT681201_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/5/2/0,56E0ACA3FE,,
LIT681201_03,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Out of Specification,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/5/3/.,56E0ACA3FC,,
LIT681210_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/8/4/0,260664E352,,
LIT681211_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/8/5/0,2606658F46,,
LIT681212_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/8/6/0,2606658188,,
LIT681251_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./3 PCMP738270/Modulebus/1/6/0,260665C2FC,,
LIT685205A_02,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Out of Specification,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/1/3/0,2606685A2D,,
LIT685205B_02,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/2/3/0,26066894C8,,
LIT685207A_02,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/4/6/0,260668477F,,
LIT685207B_02,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/5/6/0,2606493D1D,,
LIT685207C_02,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/3/4/0,260667F393,,
LIT911210_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./4 PCMP738218/Modulebus/3/2/0,2606CD68AC,,
LIT911215_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./3 PCMP738268/Modulebus/7/5/0,2606CDF225,,
LIT911220_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./3 PCMP738268/Modulebus/8/6/0,2606CDB2FD,,
LIT911230_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./3 PCMP738218/Modulebus/2/1/0,2606CDB8D7,,
LIT911240_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./3 PCMP738218/Modulebus/2/2/.,2606CDCFB3,,
LIT927205_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./3 PCMP738265/Modulebus/4/4/.,56E0D2D8DB,,
LIT927211_01,VEGAPULS 64 (0x62BE),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/6/1/.,62BE6594D9,,
LIT927211_03,VEGAPULS 64 (0x62BE),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/6/2/0,62BE6594DB,,
LIT942204_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./3 PCMP738265/Modulebus/4/7/0,56E0ACA433,,
LIT966203_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/2/4/0,56E0ACA3FD,,
LIT976203_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./4 PCMP738223/Modulebus/6/5/0,2606CAC027,,
LIT976204_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./4 PCMP738223/Modulebus/6/6/0,2606CAC3A1,,
LIT977202_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/3/2/0,2606CAFF82,,
LIT977203_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/3/3/0,2606CB0BE5,,
LIT977204_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/3/4/0,2606DCE07C,,
LIT991213_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/6/3/0,56E0ACA40F,,
LIT992203_01,VEGAPULS 64 (0x62BE),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/4/2/0,62BE6594DC,,
LIT992203_03,VEGAPULS 64 (0x62BE),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/4/3/0,62BE61A962,,
LIT992220_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/5/2/0,56E0A1F1AC,,
LIT992230_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Out of Specification,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/5/3/0,56E0CCAADC,,
LIT992240_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/5/4/0,56E0CFB846,,
LIT992250_01,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,Model 706 (0x56E0),Magnetrol ,HART 7,Level,Specific EDD,1.2.0,1.*.*,,,,
LIT992250_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/5/5/0,56E0D13E73,,
LIT992260_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./5 PCMP738224/Modulebus/1/6/0,56E0C07DA6,,
LIT999203_01,VEGAPULS 64 (0x62BE),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/6/4/0,62BE6594DE,,
LIT999203_03,VEGAPULS 64 (0x62BE),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/6/5/0,62BE6594E0,,
LIT999240_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/5/4/0,56E0A1F22D,,
LIT999245_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/4/1/0,56E0D8F757,,
LIT999250_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/5/5/0,56E0D5DE0B,,
LIT999255_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/4/2/0,56E0CCAAF4,,
LIT999260_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/4/3/0,56E0CCAAF5,,
LIT999265_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/5/6/0,56E0CCAAD3,,
LIT999270_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/4/4/0,56E0CCAB00,,
LIT999275_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/6/1/0,56E0CCAAD4,,
